Date,Close/Last,Volume,Open,High,Low
01/31/2022,$52.73,20255200,$50.5,$52.75,$49.97
01/28/2022,$50.24,26732580,$51.25,$51.25,$49.24
01/27/2022,$51.45,21357410,$52.845,$53.35,$51.0699
01/26/2022,$52.35,23174310,$53.57,$53.99,$51.47
01/25/2022,$51.9,22164490,$51.6,$52.5133,$50.82
01/24/2022,$52.64,32997070,$51.4,$52.66,$49.365
01/21/2022,$53.28,25692830,$54.52,$54.7,$52.6857
01/20/2022,$54.65,21554100,$56.02,$57.3256,$54.415
01/19/2022,$56.24,20576030,$59.31,$59.8399,$56.125
01/18/2022,$58.79,18317580,$60.13,$60.35,$58.54
01/14/2022,$61.1,16180300,$61.1,$61.765,$59.99
01/13/2022,$61.77,19282960,$61.45,$63.38,$61.15
01/12/2022,$61.03,20214960,$62.47,$62.72,$59.635
01/11/2022,$61.46,16463830,$61.25,$61.555,$60.1501
01/10/2022,$61.07,18980400,$61.52,$62,$60.035
01/07/2022,$62.27,17136110,$63.81,$63.91,$61.42
01/06/2022,$62.87,20650940,$63.165,$63.5,$61.67
01/05/2022,$62.74,43578700,$65.52,$67.21,$62.6
01/04/2022,$65.74,44691260,$61.955,$65.98,$61.955
01/03/2022,$61.17,21002090,$59.87,$61.57,$59.74
12/31/2021,$58.63,9856338,$58,$59.05,$57.92
12/30/2021,$58.13,11965920,$57.45,$58.78,$57.26
12/29/2021,$57.23,7982315,$57.11,$57.7,$56.74
12/28/2021,$57.11,8583973,$57.4,$58.12,$57.01
12/27/2021,$57.43,9085790,$56.89,$57.75,$56.53
12/23/2021,$56.91,13722300,$56.07,$57.0946,$55.77
12/22/2021,$56.08,16693960,$54.79,$56.345,$54.75
12/21/2021,$54.79,15571260,$54.5,$54.9,$53.84
12/20/2021,$54.04,19073870,$54.02,$54.54,$53.14
12/17/2021,$55.16,42236470,$56.2,$56.39,$54.51
12/16/2021,$58.39,17772240,$59.4,$60.62,$58.025
12/15/2021,$58.61,14471570,$58.3,$58.89,$57.035
12/14/2021,$58.4,17928740,$57.97,$59.2,$57.7003
12/13/2021,$59.13,27327010,$62.07,$62.18,$59.02
12/10/2021,$63.21,22839820,$60.1,$63.285,$60.1
12/09/2021,$59.62,12964760,$60.38,$60.63,$59.59
12/08/2021,$60.78,10004100,$61.65,$61.81,$60.4188
12/07/2021,$61.53,14135730,$60.91,$62.38,$60.7
12/06/2021,$59.84,16728220,$60.47,$60.73,$58.7
12/03/2021,$59.71,19596050,$61.235,$61.69,$58.87
12/02/2021,$61.02,25365110,$58.75,$61.3,$58.7
12/01/2021,$58.06,26371660,$59.25,$60.59,$58.01
11/30/2021,$57.87,21282190,$59.2,$59.84,$57.44
11/29/2021,$59.86,15033080,$61.11,$61.54,$59.65
11/26/2021,$60.17,13272570,$59.8,$60.57,$59.46
11/24/2021,$62.19,12685010,$62.3,$62.6,$61.63
11/23/2021,$63.05,16231230,$63.73,$64.04,$62.26
11/22/2021,$64.06,19844300,$61.95,$64.955,$61.76
11/19/2021,$61.8,19520640,$62.48,$62.9699,$61.56
11/18/2021,$62.33,23308100,$64.33,$65.18,$62.09
11/17/2021,$64.61,29983380,$63.33,$65.07,$62.375
11/16/2021,$62.61,16114990,$63.24,$63.28,$61.93
11/15/2021,$62.97,14372130,$63.655,$63.73,$62.625
11/12/2021,$63.4,31152380,$61.59,$64.03,$61.28
11/11/2021,$61.82,29033880,$59.82,$62.15,$59.3065
11/10/2021,$59.27,22778550,$57.85,$60.555,$57.73
11/09/2021,$58.62,13822870,$59.81,$59.93,$57.81
11/08/2021,$59.6,14385450,$58.76,$60.33,$58.48
11/05/2021,$58.52,16302210,$59.15,$59.35,$58.05
11/04/2021,$58.64,24026100,$56.47,$58.77,$56.27
11/03/2021,$56,14419370,$55.26,$56.17,$55.09
11/02/2021,$55.59,16377490,$55.03,$55.975,$54.68
11/01/2021,$55.49,15677570,$54.85,$55.74,$54.42
10/29/2021,$54.43,16680740,$53.9,$55.04,$53.612
10/28/2021,$54.24,23020300,$54.6,$55.58,$54.06
10/27/2021,$54.26,36397560,$55.6,$55.76,$54.155
10/26/2021,$57.37,16335760,$58.02,$58.295,$56.96
10/25/2021,$57.76,14151030,$58.05,$58.31,$56.84
10/22/2021,$57.77,11077610,$58.37,$58.7,$57.64
10/21/2021,$58.41,11585400,$58,$58.67,$57.73
10/20/2021,$57.67,13399850,$56.36,$58.24,$56.22
10/19/2021,$56.85,10589020,$57,$57.06,$56.53
10/18/2021,$56.89,12667900,$57.41,$57.58,$56.845
10/15/2021,$58,12914590,$58.34,$58.7146,$57.85
10/14/2021,$57.69,11457550,$58.1,$58.29,$57.45
10/13/2021,$57.77,18813800,$58.94,$58.94,$57.08
10/12/2021,$58.96,17094970,$58.52,$59.33,$57.86
10/11/2021,$58.09,17665710,$58.79,$59.345,$57.77
10/08/2021,$58.57,33724940,$56.54,$59.21,$56.3811
10/07/2021,$56.44,31005970,$54.85,$56.74,$54.435
10/06/2021,$53.93,29520790,$54.49,$55.5,$53.15
10/05/2021,$54.34,18201520,$54.19,$54.735,$53.6488
10/04/2021,$53.98,29206680,$54.9,$55.64,$53.68
10/01/2021,$53.13,16660420,$53.03,$53.38,$52.25
09/30/2021,$52.71,16328190,$52.93,$53.2,$52.18
09/29/2021,$52.93,10881060,$53.3,$53.36,$52.53
09/28/2021,$52.85,16422910,$53.77,$54.21,$52.7
09/27/2021,$53.24,13861380,$52.41,$53.57,$52.38
09/24/2021,$52.23,11643550,$51.88,$52.63,$51.72
09/23/2021,$51.92,14043210,$51.1,$52.075,$51.04
09/22/2021,$50.78,14038300,$50.03,$51.22,$50.03
09/21/2021,$49.37,14172720,$49.57,$49.775,$48.785
09/20/2021,$49.37,24540600,$49.45,$49.54,$48.37
09/17/2021,$51.33,45119260,$51.33,$51.93,$50.99
09/16/2021,$51.52,12617330,$51.59,$51.9,$50.91
09/15/2021,$51.82,13658530,$50.79,$51.93,$50.54
09/14/2021,$50.74,12587250,$51.22,$51.42,$50.5
09/13/2021,$50.82,18506470,$50.11,$50.95,$49.6
09/10/2021,$49.49,22774720,$48.69,$50.42,$48.69
09/09/2021,$48.42,13739530,$48.95,$48.95,$47.8
09/08/2021,$48.97,11136340,$48.64,$49.52,$48.42
09/07/2021,$48.72,12316200,$48.49,$49.225,$48.4201
09/03/2021,$48.82,9937933,$48.8,$48.995,$48.42
09/02/2021,$48.95,13370750,$49.15,$49.5,$48.81
09/01/2021,$49.11,10982080,$49.1,$49.64,$48.68
08/31/2021,$49.01,14293110,$49.17,$49.43,$48.67
08/30/2021,$49.17,13708990,$49.95,$49.95,$48.95
08/27/2021,$49.8,14874280,$48.75,$50.07,$48.66
08/26/2021,$48.62,16599240,$49.47,$49.47,$48.5201
08/25/2021,$49.7,14406590,$49.49,$49.93,$49.16
08/24/2021,$49.57,21394700,$48.5,$49.865,$48.23
08/23/2021,$48.18,30149160,$48.16,$48.35,$47.07
08/20/2021,$48.8,16898400,$48.96,$49.14,$48.35
08/19/2021,$49.08,23387330,$50,$50.22,$48.67
08/18/2021,$50.84,15271360,$50.53,$51.4899,$50.4
08/17/2021,$50.47,28477810,$51.98,$52.08,$50.2
08/16/2021,$52.95,17029240,$53.01,$53.255,$52.49
08/13/2021,$53.65,11849190,$54.56,$54.71,$53.59
08/12/2021,$54.62,10766210,$54.44,$55.04,$54.185
08/11/2021,$54.27,15814570,$54.42,$54.5,$53.45
08/10/2021,$54.26,14479060,$54,$54.38,$53.66
08/09/2021,$53.95,16079980,$54.27,$54.37,$53.4
08/06/2021,$55.05,14970100,$54.81,$55.345,$54.26
08/05/2021,$54.44,28571440,$53.86,$54.88,$53.55
08/04/2021,$52.72,67667170,$55.23,$55.45,$52.21
08/03/2021,$57.88,12273520,$57.47,$57.96,$56.61
08/02/2021,$57.03,12397530,$57.37,$58.6,$56.88
07/30/2021,$56.84,13185460,$56.72,$57.805,$56.62
07/29/2021,$57.28,15438980,$57,$57.7398,$56.82
07/28/2021,$55.49,10549240,$55.42,$55.86,$54.685
07/27/2021,$55,13374880,$55.21,$55.36,$54.215
07/26/2021,$55.77,9589042,$55.24,$55.91,$55.1
07/23/2021,$54.94,14535960,$55.31,$55.786,$54.81
07/22/2021,$55.64,12019880,$56.75,$56.76,$55.49
07/21/2021,$57.05,11035170,$56.8,$57.47,$56.56
07/20/2021,$56.15,13292000,$54.26,$56.38,$54.12
07/19/2021,$54.18,20942080,$53.9,$54.43,$52.63
07/16/2021,$55.46,13611410,$57.48,$57.48,$55.37
07/15/2021,$56.95,12103430,$57.12,$57.69,$56.59
07/14/2021,$58,12520540,$58.89,$59.36,$57.705
07/13/2021,$58.73,14604230,$59.04,$59.26,$58.255
07/12/2021,$58.97,14513200,$58.56,$59.17,$57.82
07/09/2021,$58.76,24361340,$58.8,$58.92,$57.885
07/08/2021,$56.06,14087370,$55.3,$56.585,$54.86
07/07/2021,$56.59,13077580,$57.34,$57.4,$56.13
07/06/2021,$57.46,16155580,$58.92,$58.93,$57.01
07/02/2021,$58.96,9699563,$59.11,$59.32,$58.52
07/01/2021,$59.11,11752120,$59.44,$59.73,$58.775
06/30/2021,$59.17,12330500,$58.74,$59.465,$58.61
06/29/2021,$58.83,12171830,$59.2,$59.545,$58.7
06/28/2021,$58.64,17152710,$60.31,$60.38,$58.433
06/25/2021,$60.3,14255100,$60.29,$60.58,$60.0201
06/24/2021,$60.04,14445340,$60.39,$60.5,$59.76
06/23/2021,$60.12,11527880,$59.85,$60.43,$59.46
06/22/2021,$59.24,8928515,$59.54,$59.6,$59.02
06/21/2021,$59.3,12276890,$59.75,$59.75,$58.82
06/18/2021,$58.76,25602760,$59.28,$59.59,$58.41
06/17/2021,$60.08,19712090,$61.82,$62.4018,$59.36
06/16/2021,$61.76,31080000,$62.46,$63.09,$61.2
06/15/2021,$60.81,10736980,$60.68,$61.11,$59.98
06/14/2021,$60.79,15443290,$61.47,$61.64,$60.305
06/11/2021,$61.49,10205010,$61.36,$62.011,$61.1624
06/10/2021,$61.34,16141860,$62.83,$63.0495,$61.165
06/09/2021,$62.77,14371330,$63.95,$64.158,$62.69
06/08/2021,$63.92,13027190,$63.02,$63.965,$62.43
06/07/2021,$63.23,15549750,$63.98,$64.3,$62.63
06/04/2021,$63.37,21072290,$63.57,$63.88,$62.39
06/03/2021,$63.46,38179710,$61.57,$63.675,$60.71
06/02/2021,$59.65,11975380,$60.26,$60.26,$59.13
06/01/2021,$59.65,10428970,$59.99,$60.25,$59.25
05/28/2021,$59.31,12668070,$59.88,$59.99,$58.59
05/27/2021,$59.77,33843790,$60,$60.72,$59.21
05/26/2021,$58.08,14242710,$56.97,$58.17,$56.77
05/25/2021,$56.76,16362250,$56.87,$58.17,$56.705
05/24/2021,$56.6,8943030,$57.05,$57.2,$56.32
05/21/2021,$56.72,15150890,$56.01,$58.78,$55.77
05/20/2021,$55.51,11504050,$55.92,$56.04,$55.19
05/19/2021,$55.53,11693670,$55,$55.62,$54.1206
05/18/2021,$55.89,11464410,$56.23,$56.81,$55.85
05/17/2021,$56.04,11028460,$55.84,$56.115,$55.19
05/14/2021,$56,11313030,$55.12,$56.04,$55.01
05/13/2021,$54.6,13314890,$54.43,$55.51,$54.13
05/12/2021,$53.76,19348650,$55.54,$55.71,$53.52
05/11/2021,$55.73,22773190,$56.15,$56.75,$54.87
05/10/2021,$57.41,14591600,$59,$59.58,$57.36
05/07/2021,$58.99,15480480,$58,$59.045,$57.27
05/06/2021,$58.72,20108090,$57.43,$58.77,$57.43
05/05/2021,$57.58,14399090,$57.09,$57.89,$56.33
05/04/2021,$55.34,22262270,$56.55,$56.59,$54.82
05/03/2021,$57.15,11585140,$57.6,$58.34,$56.705
04/30/2021,$57.22,15348270,$56.18,$57.34,$56.09
04/29/2021,$56.57,21315630,$57.74,$57.75,$55.69
04/28/2021,$58.55,10485210,$59,$59,$58.27
04/27/2021,$58.97,9293520,$58.265,$59.1,$58.02
04/26/2021,$58.21,11553940,$57.86,$58.58,$57.6599
04/23/2021,$57.53,10808450,$56.77,$57.7382,$56.43
04/22/2021,$56.66,15822210,$57.54,$57.8,$56.13
04/21/2021,$57.49,14648710,$55.28,$57.5,$54.71
04/20/2021,$55.77,23736070,$57.12,$57.28,$54.92
04/19/2021,$57.88,12262460,$58.57,$58.74,$57.23
04/16/2021,$58.71,11087330,$59.01,$59.31,$58.28
04/15/2021,$58.61,14395680,$59.45,$59.53,$58.37
04/14/2021,$58.48,14618110,$58.59,$59.65,$58.25
04/13/2021,$58.49,17416610,$59.23,$59.54,$57.89
04/12/2021,$59.66,10230960,$60.2,$60.29,$59.29
04/09/2021,$60.16,12182310,$59.56,$60.38,$59.42
